FBtr0100663	FBgn0000042
FBtr0100662	FBgn0000042
FBtr0070825	FBgn0029822
FBtr0070827	FBgn0029823
FBtr0070824	FBgn0029821
FBtr0333875	FBgn0025776
FBtr0299849	FBgn0261090
FBtr0070823	FBgn0000042
FBtr0075669	FBgn0036465
FBtr0345894	FBgn0000042
FBtr0299848	FBgn0261090
FBtr0290235	FBgn0029823
FBtr0070826	FBgn0029822
FBtr0077279	FBgn0003300
FBtr0304593	FBgn0003300
FBtr0070822	FBgn0000042
FBtr0333800	FBgn0029821
FBtr0345317	FBgn0029823
FBtr0345922	FBgn0003300
