AT1G01010	35
AT1G01020	43
AT1G01030	16
AT1G01040	72
AT1G01050	49
AT1G01060	0
AT1G01070	16
AT1G01080	170
AT1G01090	291
AT1G01100	113
AT1G01110	0
AT1G01120	228
AT1G01130	9
AT1G01140	181
AT1G01150	0
AT1G01160	117
AT1G01170	74
AT1G01180	46
AT1G01190	0
AT1G01200	5
AT1G01210	178
AT1G01220	26
AT1G01225	4
AT1G01230	72
AT1G01240	81
AT1G01250	1
AT1G01260	15
AT1G01290	7
AT1G01300	75
AT1G01310	0
AT1G01320	449
AT1G01340	28
AT1G01350	30
AT1G01355	0
AT1G01360	13
AT1G01370	0
AT1G01380	0
AT1G01390	8
AT1G01420	33
AT1G01430	116
AT1G01440	34
AT1G01448	15
AT1G01450	0
AT1G01453	0
AT1G01470	660
AT1G01480	10
AT1G01490	318
AT1G01500	52
AT1G01510	29
AT1G01520	0
AT1G01540	56
AT1G01550	318
AT1G01560	16
AT1G01570	5
AT1G01580	9
AT1G01590	0
AT1G01600	3
AT1G01610	248
AT1G01620	533
AT1G01630	69
AT1G01640	3
AT1G01650	178
AT1G01660	9
AT1G01670	10
AT1G01680	38
AT1G01690	0
AT1G01695	1
AT1G01700	0
AT1G01710	41
AT1G01720	213
AT1G01725	10
AT1G01730	50
AT1G01740	6
AT1G01750	1
AT1G01760	0
AT1G01770	13
AT1G01780	19
AT1G01790	105
AT1G01800	60
AT1G01810	4
AT1G01820	103
AT1G01830	30
AT1G01840	1
AT1G01860	28
AT1G01880	3
AT1G01900	14
AT1G01910	74
AT1G01920	7
AT1G01930	39
AT1G01940	5
AT1G01950	8
AT1G01960	69
AT1G01970	64
AT1G01990	80
AT1G02000	11
AT1G02010	10
AT1G02020	62
AT1G02030	2
AT1G02040	0
AT1G02050	0
AT1G02060	0
AT1G02065	0
AT1G02080	112
AT1G02090	114
AT1G02100	40
AT1G02110	42
AT1G02120	752
AT1G02130	55
AT1G02140	166
AT1G02145	42
AT1G02150	76
AT1G02160	91
AT1G02170	244
AT1G02180	4
AT1G02190	9
AT1G02205	401
AT1G02210	0
AT1G02220	17
AT1G02230	4
AT1G02260	7
AT1G02270	75
AT1G02280	31
AT1G02290	23
AT1G02300	67
AT1G02305	161
AT1G02310	0
AT1G02330	44
AT1G02335	18
AT1G02340	8
AT1G02350	0
AT1G02360	13
AT1G02370	4
AT1G02380	5
AT1G02390	24
AT1G02391	0
AT1G02400	29
AT1G02405	11
AT1G02410	33
AT1G02420	7
AT1G02430	0
AT1G02440	0
AT1G02450	66
AT1G02460	26
AT1G02470	2
AT1G02475	476
AT1G02500	487
AT1G02510	0
AT1G02520	0
AT1G02530	0
AT1G02540	0
AT1G02550	0
AT1G02560	323
AT1G02570	0
AT1G02580	0
AT1G02590	0
AT1G02610	27
AT1G02620	6
AT1G02640	5
AT1G02650	0
AT1G02660	63
AT1G02670	0
AT1G02680	20
AT1G02681	0
AT1G02690	2
AT1G02700	0
AT1G02710	4
AT1G02720	39
AT1G02730	6
AT1G02740	3
AT1G02750	13
AT1G02770	0
AT1G02780	706
AT1G02790	0
AT1G02800	0
AT1G02813	0
AT1G02816	30
AT1G02820	19
AT1G02840	64
AT1G02850	25
AT1G02860	14
AT1G02870	25
AT1G02880	30
AT1G02890	102
AT1G02900	4
AT1G02910	73
AT1G02920	203
AT1G02930	1120
AT1G02940	0
AT1G02950	15
AT1G02960	24
AT1G02970	1
AT1G02980	0
AT1G02990	36
AT1G03000	34
AT1G03010	0
AT1G03020	0
AT1G03022	0
AT1G03030	22
AT1G03040	118
AT1G03050	0
AT1G03055	4
AT1G03060	40
AT1G03070	8
AT1G03080	210
AT1G03090	22
AT1G03100	6
AT1G03103	0
AT1G03106	0
AT1G03110	19
AT1G03120	0
AT1G03130	6676
AT1G03140	100
AT1G03150	29
AT1G03160	80
AT1G03170	0
AT1G03180	0
AT1G03190	7
AT1G03200	7
AT1G03210	53
AT1G03220	375
AT1G03230	86
AT1G03250	50
AT1G03260	7
AT1G03270	1
AT1G03280	70
AT1G03290	92
AT1G03300	5
AT1G03310	62
AT1G03320	1
AT1G03330	28
AT1G03340	2
AT1G03350	77
AT1G03360	4
AT1G03370	163
AT1G03380	71
AT1G03390	0
AT1G03400	52
AT1G03410	8
AT1G03420	0
AT1G03430	45
AT1G03440	33
AT1G03445	0
AT1G03457	6
AT1G03470	1
AT1G03475	414
AT1G03490	0
AT1G03495	0
AT1G03502	0
AT1G03506	0
AT1G03510	1
AT1G03520	16
AT1G03530	44
AT1G03540	0
AT1G03550	8
AT1G03560	14
AT1G03580	0
AT1G03590	73
AT1G03600	1631
AT1G03610	122
AT1G03620	6
AT1G03630	198
AT1G03650	9
AT1G03660	4
AT1G03680	774
AT1G03687	14
AT1G03700	0
AT1G03710	0
AT1G03730	18
AT1G03740	87
AT1G03746	0
AT1G03750	23
AT1G03760	17
AT1G03770	7
AT1G03780	0
AT1G03790	0
AT1G03800	0
AT1G03820	5
AT1G03830	7
AT1G03840	3
AT1G03850	85
AT1G03860	56
AT1G03870	39
AT1G03880	0
AT1G03890	0
AT1G03900	150
AT1G03905	0
AT1G03910	94
AT1G03920	3
AT1G03930	45
AT1G03935	0
AT1G03940	0
AT1G03950	41
AT1G03960	30
AT1G03970	28
AT1G03980	3
AT1G03990	4
AT1G04000	41
AT1G04010	16
AT1G04020	0
AT1G04030	0
AT1G04040	25
AT1G04050	0
AT1G04070	1
AT1G04080	75
AT1G04100	2
AT1G04110	0
AT1G04120	98
AT1G04130	4
AT1G04140	57
AT1G04150	0
AT1G04160	0
AT1G04170	106
AT1G04180	0
AT1G04190	21
AT1G04200	21
AT1G04210	18
AT1G04220	151
AT1G04230	14
AT1G04240	21
AT1G04250	18
AT1G04260	53
AT1G04270	203
AT1G04280	32
AT1G04290	26
AT1G04295	0
AT1G04300	109
AT1G04310	13
AT1G04330	0
AT1G04340	58
AT1G04350	81
AT1G04360	0
AT1G04370	0
AT1G04380	0
AT1G04390	8
AT1G04400	284
AT1G04410	656
AT1G04420	110
AT1G04430	138
AT1G04440	125
AT1G04445	0
AT1G04457	1
AT1G04470	0
AT1G04480	71
AT1G04490	0
AT1G04500	0
AT1G04510	62
AT1G04520	0
AT1G04530	158
AT1G04540	0
AT1G04550	15
AT1G04555	25
AT1G04570	10
AT1G04580	0
AT1G04590	22
AT1G04600	0
AT1G04610	3
AT1G04620	85
AT1G04625	0
AT1G04630	27
AT1G04635	3
AT1G04640	77
AT1G04650	1
AT1G04660	0
AT1G04680	87
AT1G04690	195
AT1G04700	4
AT1G04710	7
AT1G04730	0
AT1G04750	77
AT1G04760	0
AT1G04770	44
AT1G04780	105
AT1G04790	13
AT1G04800	341
AT1G04810	75
AT1G04820	227
AT1G04830	31
AT1G04840	0
AT1G04850	176
AT1G04860	27
AT1G04870	19
AT1G04880	0
AT1G04890	0
AT1G04900	2
AT1G04910	27
AT1G04920	0
AT1G04930	12
AT1G04940	64
AT1G04945	6
AT1G04950	26
AT1G04960	73
AT1G04970	32
AT1G04980	71
AT1G04985	45
AT1G04990	67
AT1G05000	8
AT1G05010	308
AT1G05020	1
AT1G05030	38
AT1G05055	19
AT1G05060	26
AT1G05065	0
AT1G05070	44
AT1G05080	0
AT1G05090	0
AT1G05100	11
AT1G05120	22
AT1G05135	3033
AT1G05136	0
AT1G05140	215
AT1G05150	40
AT1G05160	5
AT1G05170	9
AT1G05180	37
AT1G05190	840
AT1G05200	55
AT1G05205	30
AT1G05210	13
AT1G05220	0
AT1G05230	8
AT1G05260	0
AT1G05270	62
AT1G05280	0
AT1G05290	0
AT1G05291	0
AT1G05300	34
AT1G05310	1
AT1G05320	4
AT1G05340	128
AT1G05350	50
AT1G05360	7
AT1G05370	4
AT1G05380	11
AT1G05385	23
AT1G05400	0
AT1G05410	17
AT1G05420	12
AT1G05430	31
AT1G05440	0
AT1G05450	0
AT1G05460	22
AT1G05470	3
AT1G05490	0
AT1G05500	89
AT1G05510	0
AT1G05520	43
AT1G05530	4
AT1G05540	3
AT1G05550	0
AT1G05560	578
AT1G05570	38
AT1G05575	12
AT1G05580	0
AT1G05590	27
AT1G05600	10
AT1G05610	0
AT1G05620	10
AT1G05630	15
AT1G05640	1
AT1G05660	0
AT1G05670	6
AT1G05680	64
AT1G05690	4
AT1G05700	0
AT1G05710	16
AT1G05720	26
AT1G05730	1
AT1G05750	7
AT1G05760	0
AT1G05770	0
AT1G05780	14
AT1G05785	6
AT1G05790	31
AT1G05800	0
AT1G05805	56
AT1G05810	2
AT1G05820	2
AT1G05830	25
AT1G05835	0
AT1G05840	39
AT1G05850	637
AT1G05860	2
AT1G05870	8
AT1G05880	1
AT1G05890	37
AT1G05894	0
AT1G05900	12
AT1G05910	31
AT1G05920	0
AT1G05925	0
AT1G05930	0
AT1G05940	86
AT1G05950	0
AT1G05960	63
AT1G05970	2
AT1G05990	0
AT1G06000	40
AT1G06010	16
AT1G06020	0
AT1G06030	0
AT1G06040	690
AT1G06050	5
AT1G06060	45
AT1G06070	10
AT1G06080	0
AT1G06090	0
AT1G06100	0
AT1G06110	24
AT1G06130	21
AT1G06135	0
AT1G06140	0
AT1G06145	8
AT1G06148	0
AT1G06160	11
AT1G06170	0
AT1G06180	9
AT1G06190	123
AT1G06200	87
AT1G06210	54
AT1G06220	33
AT1G06225	0
AT1G06230	198
AT1G06240	52
AT1G06250	0
AT1G06260	0
AT1G06265	4
AT1G06270	1
AT1G06280	0
AT1G06290	57
AT1G06320	0
AT1G06340	0
AT1G06350	0
AT1G06360	2
AT1G06370	1
AT1G06380	10
AT1G06390	53
AT1G06400	71
AT1G06410	574
AT1G06420	2
AT1G06430	205
AT1G06440	0
AT1G06450	17
AT1G06460	1135
AT1G06470	38
AT1G06475	7
AT1G06490	7
AT1G06500	21
AT1G06510	11
AT1G06515	12
AT1G06520	8
AT1G06530	302
AT1G06550	4
AT1G06560	4
AT1G06570	87
AT1G06580	2
AT1G06590	6
AT1G06620	45
AT1G06630	8
AT1G06640	132
AT1G06645	11
AT1G06650	172
AT1G06660	0
AT1G06670	35
AT1G06680	5907
AT1G06690	67
AT1G06700	49
AT1G06710	0
AT1G06720	25
AT1G06730	30
AT1G06740	2
AT1G06750	7
AT1G06760	362
AT1G06770	2
AT1G06780	28
AT1G06790	8
AT1G06800	0
AT1G06820	23
AT1G06830	3
AT1G06840	7
AT1G06850	18
AT1G06870	37
AT1G06890	82
AT1G06900	46
AT1G06910	0
AT1G06920	0
AT1G06923	0
AT1G06930	0
AT1G06950	62
AT1G06960	13
AT1G06970	0
AT1G06980	1
AT1G07000	94
AT1G07010	43
AT1G07020	26
AT1G07030	79
AT1G07040	226
AT1G07050	258
AT1G07060	0
AT1G07070	19
AT1G07080	228
AT1G07090	7
AT1G07110	222
AT1G07119	0
AT1G07120	0
AT1G07130	18
AT1G07135	381
AT1G07140	374
AT1G07150	0
AT1G07160	0
AT1G07170	11
AT1G07175	0
AT1G07180	100
AT1G07200	24
AT1G07210	48
AT1G07220	32
AT1G07230	78
AT1G07240	56
AT1G07250	186
AT1G07260	2
AT1G07280	266
AT1G07290	0
AT1G07300	0
AT1G07310	355
AT1G07320	538
AT1G07340	0
AT1G07350	50
AT1G07360	157
AT1G07370	0
AT1G07380	11
AT1G07390	29
AT1G07400	60
AT1G07410	2
AT1G07420	98
AT1G07430	35
AT1G07440	58
AT1G07450	0
AT1G07470	24
AT1G07473	0
AT1G07476	0
AT1G07480	44
AT1G07485	0
AT1G07500	0
AT1G07510	48
AT1G07520	25
AT1G07530	69
AT1G07540	0
AT1G07560	0
AT1G07570	17
AT1G07590	2302
AT1G07610	72
AT1G07615	8
AT1G07620	6
AT1G07630	31
AT1G07640	143
AT1G07645	0
AT1G07650	77
AT1G07660	12
AT1G07670	54
AT1G07700	79
AT1G07705	33
AT1G07710	0
AT1G07720	165
AT1G07725	0
AT1G07728	0
AT1G07740	3
AT1G07745	3
AT1G07750	24
AT1G07770	111
AT1G07780	1
AT1G07790	4
AT1G07795	0
AT1G07800	0
AT1G07810	24
AT1G07820	38
AT1G07830	8
AT1G07840	12
AT1G07850	0
AT1G07860	0
AT1G07870	11
AT1G07880	0
AT1G07890	1001
AT1G07900	0
AT1G07901	3
AT1G07910	28
AT1G07920	5
AT1G07930	72
AT1G07940	77
AT1G07950	6
AT1G07960	31
AT1G07970	9
AT1G07980	21
AT1G07985	0
AT1G07990	190
AT1G08000	35
AT1G08005	0
AT1G08010	36
AT1G08030	30
AT1G08032	0
AT1G08035	0
AT1G08040	56
AT1G08050	67
AT1G08060	20
AT1G08065	0
AT1G08070	0
AT1G08080	0
AT1G08090	8
AT1G08100	0
AT1G08105	0
AT1G08110	78
AT1G08115	16
AT1G08125	33
AT1G08130	13
AT1G08135	0
AT1G08150	0
AT1G08160	43
AT1G08165	1
AT1G08170	0
AT1G08180	4
AT1G08190	283
AT1G08200	212
AT1G08210	7
AT1G08220	1
AT1G08250	34
AT1G08260	0
AT1G08270	0
AT1G08280	2
AT1G08290	9
AT1G08300	2
AT1G08310	0
AT1G08315	50
AT1G08320	0
AT1G08340	1
AT1G08350	14
AT1G08360	115
AT1G08370	129
AT1G08380	8913
AT1G08390	3
AT1G08400	10
AT1G08410	16
AT1G08420	189
AT1G08430	0
AT1G08440	0
AT1G08450	299
AT1G08460	70
AT1G08465	62
AT1G08470	64
AT1G08480	83
AT1G08490	50
AT1G08500	5
AT1G08510	176
AT1G08520	265
AT1G08530	29
AT1G08540	381
AT1G08550	440
AT1G08560	5
AT1G08570	95
AT1G08580	98
AT1G08590	9
AT1G08600	33
AT1G08610	4
AT1G08620	30
AT1G08630	0
AT1G08640	54
AT1G08650	103
AT1G08660	50
AT1G08670	0
AT1G08680	49
AT1G08700	106
AT1G08710	12
AT1G08720	30
AT1G08730	0
AT1G08750	25
AT1G08760	33
AT1G08770	8
AT1G08780	38
AT1G08800	61
AT1G08810	29
AT1G08820	47
AT1G08830	207
AT1G08840	9
AT1G08845	3
AT1G08860	0
AT1G08880	104
AT1G08890	27
AT1G08900	53
AT1G08910	25
AT1G08920	55
AT1G08930	204
AT1G08940	25
AT1G08960	21
AT1G08970	56
AT1G08980	182
AT1G08990	0
AT1G09000	0
AT1G09010	59
AT1G09020	86
AT1G09040	2
AT1G09050	6
AT1G09060	51
AT1G09070	529
AT1G09080	61
AT1G09090	0
AT1G09100	75
AT1G09130	361
AT1G09140	58
AT1G09150	51
AT1G09155	0
AT1G09157	0
AT1G09160	10
AT1G09170	0
AT1G09176	6
AT1G09180	3
AT1G09190	1
AT1G09195	14
AT1G09200	16
AT1G09210	352
AT1G09220	0
AT1G09230	55
AT1G09240	46
AT1G09250	10
AT1G09270	90
AT1G09280	36
AT1G09290	6
AT1G09300	6
AT1G09310	2301
AT1G09320	33
AT1G09330	30
AT1G09340	680
AT1G09350	17
AT1G09370	0
AT1G09380	0
AT1G09390	27
AT1G09400	0
AT1G09410	1
AT1G09415	31
AT1G09420	0
AT1G09430	266
AT1G09440	8
AT1G09450	0
AT1G09460	8
AT1G09470	0
AT1G09480	0
AT1G09486	0
AT1G09490	46
AT1G09500	123
AT1G09510	0
AT1G09520	34
AT1G09530	29
AT1G09540	0
AT1G09560	1229
AT1G09570	103
AT1G09575	6
AT1G09580	17
AT1G09590	152
AT1G09600	0
AT1G09610	2
AT1G09620	61
AT1G09630	25
AT1G09640	279
AT1G09645	24
AT1G09650	5
AT1G09660	37
AT1G09665	0
AT1G09680	0
AT1G09690	267
AT1G09700	21
AT1G09710	3
AT1G09720	1
AT1G09730	34
AT1G09740	30
AT1G09750	202
AT1G09760	36
AT1G09770	238
AT1G09780	156
AT1G09790	0
AT1G09795	258
AT1G09800	0
AT1G09810	5
AT1G09815	58
AT1G09820	1
AT1G09830	95
AT1G09840	55
AT1G09850	62
AT1G09860	0
AT1G09870	27
AT1G09880	0
AT1G09890	4
AT1G09900	11
AT1G09910	25
AT1G09920	65
AT1G09930	0
AT1G09932	72
AT1G09935	0
AT1G09940	129
AT1G09950	15
AT1G09960	11
AT1G09970	1336
AT1G09980	17
AT1G09995	5
AT1G10000	1
AT1G10010	0
AT1G10020	39
AT1G10030	2
AT1G10040	21
AT1G10050	66
AT1G10060	17
AT1G10070	23
AT1G10090	62
AT1G10095	1506
AT1G10110	0
AT1G10120	12
AT1G10130	39
AT1G10140	113
AT1G10150	62
AT1G10155	0
AT1G10160	0
AT1G10170	43
AT1G10180	19
AT1G10190	0
AT1G10200	138
AT1G10210	10
AT1G10220	0
AT1G10230	11
AT1G10240	4
AT1G10270	22
AT1G10280	11
AT1G10290	55
AT1G10300	1
AT1G10310	69
AT1G10320	92
AT1G10330	0
AT1G10340	50
AT1G10350	24
AT1G10360	35
AT1G10370	401
AT1G10380	25
AT1G10385	0
AT1G10390	160
AT1G10400	4
AT1G10410	71
AT1G10417	1
AT1G10430	29
AT1G10450	31
AT1G10460	0
AT1G10470	97
AT1G10480	0
AT1G10490	25
AT1G10500	152
AT1G10510	30
AT1G10520	0
AT1G10522	8
AT1G10530	0
AT1G10540	0
AT1G10550	3
AT1G10560	3
AT1G10570	28
AT1G10580	107
AT1G10585	286
AT1G10586	11
AT1G10588	0
AT1G10590	132
AT1G10600	66
AT1G10610	7
AT1G10620	1
AT1G10630	79
AT1G10640	0
AT1G10650	24
AT1G10657	21
AT1G10660	23
AT1G10670	109
AT1G10680	0
AT1G10682	11
AT1G10690	12
AT1G10700	90
AT1G10710	0
AT1G10717	0
AT1G10720	53
AT1G10730	7
AT1G10740	39
AT1G10747	0
AT1G10750	0
AT1G10760	906
AT1G10770	5
AT1G10780	0
AT1G10790	0
AT1G10810	0
AT1G10820	55
AT1G10830	144
AT1G10840	114
AT1G10850	2
AT1G10865	49
AT1G10870	16
AT1G10880	0
AT1G10890	263
AT1G10900	92
AT1G10910	37
AT1G10920	17
AT1G10930	7
AT1G10940	200
AT1G10950	139
AT1G10960	768
AT1G10970	4
AT1G10990	3
AT1G11000	9
AT1G11020	17
AT1G11040	0
AT1G11050	19
AT1G11060	8
AT1G11070	4
AT1G11080	0
AT1G11090	17
AT1G11100	2
AT1G11112	0
AT1G11120	0
AT1G11130	27
AT1G11150	5
AT1G11160	0
AT1G11170	17
AT1G11175	13
AT1G11180	31
AT1G11185	0
AT1G11190	3
AT1G11200	20
AT1G11210	97
AT1G11220	0
AT1G11230	1
AT1G11240	81
AT1G11260	654
AT1G11270	0
AT1G11280	8
AT1G11290	3
AT1G11300	1
AT1G11310	309
AT1G11320	0
AT1G11330	77
AT1G11340	3
AT1G11350	22
AT1G11360	94
AT1G11362	3
AT1G11380	36
AT1G11390	24
AT1G11400	32
AT1G11410	26
AT1G11420	0
AT1G11430	225
AT1G11440	73
AT1G11450	0
AT1G11460	0
AT1G11470	0
AT1G11475	21
AT1G11480	68
AT1G11482	0
AT1G11490	0
AT1G11510	0
AT1G11520	0
AT1G11530	143
AT1G11540	0
AT1G11545	15
AT1G11560	0
AT1G11570	2
AT1G11572	0
AT1G11580	70
AT1G11590	0
AT1G11592	24
AT1G11608	0
AT1G11610	0
AT1G11630	19
AT1G11650	403
AT1G11655	0
AT1G11660	35
AT1G11670	1
AT1G11680	154
AT1G11684	0
AT1G11690	3
AT1G11700	17
AT1G11710	0
AT1G11720	59
AT1G11730	0
AT1G11735	0
AT1G11740	3
AT1G11750	212
AT1G11755	6
AT1G11760	14
AT1G11765	0
AT1G11770	0
AT1G11780	2
AT1G11785	2
AT1G11790	34
AT1G11800	19
AT1G11820	20
AT1G11840	216
AT1G11850	21
AT1G11860	902
AT1G11870	24
AT1G11880	12
AT1G11890	88
AT1G11900	4
AT1G11905	26
AT1G11910	795
AT1G11915	0
AT1G11925	0
AT1G11930	76
AT1G11940	11
AT1G11950	0
AT1G11960	50
AT1G11990	0
AT1G12000	92
AT1G12010	11
AT1G12013	0
AT1G12020	15
AT1G12030	0
AT1G12040	0
AT1G12050	106
AT1G12060	14
AT1G12070	0
AT1G12080	10
AT1G12090	2391
AT1G12100	0
AT1G12110	123
AT1G12120	66
AT1G12130	0
AT1G12140	81
AT1G12150	0
AT1G12160	0
AT1G12170	0
AT1G12200	9
AT1G12210	1
AT1G12220	21
AT1G12230	79
AT1G12240	164
